"S.No","Zone & Circle","Vehicle Number","Vehicle Type","Ward Name","Trip Count","Dump Site Name","Date","In Time(s)","Out Time(s)","Vehicle Route","TAT"
"154","2","M096   UP85AG0894","Primary - Auto Tipper","24-Sarai Azamabad","2","AgraVatika","13-02-2026","10:44 AM | 01:03 PM","11:05 AM | 01:08 PM","W24R3","12"
"155","2","M095    UP85AG0788","Primary - Auto Tipper","39-Mahavidhya Colony","1","Mathura MSW Plant","13-02-2026","01:37 PM","01:42 PM","W39R2","4"
"156","2","M094   UP85AG0759","Primary - Auto Tipper","12-Radhe Shyam Colony","5","AgraVatika","13-02-2026","08:08 AM | 09:50 AM | 09:59 AM | 11:34 AM | 12:22 PM","08:10 AM | 09:52 AM | 10:00 AM | 11:36 AM | 12:25 PM","W12R1","1"
"157","3","M091 UP85AG0778","Primary - Auto Tipper","33-Palikhera","2","RC Sonveer","13-02-2026","08:31 AM | 11:23 AM","08:44 AM | 11:29 AM","W33R1","9"
"158","2","M087  UP85AG0785","Primary - Auto Tipper","54-Pratap Nagar","3","RC veeresh","13-02-2026","09:45 AM | 10:36 AM | 11:50 AM","09:59 AM | 10:39 AM | 11:57 AM","W54R1","7"
"159","4","M085  UP14PT7950_TEMPLE","Primary - Auto Tipper","50-Patharpura","1","Mathura MSW Plant","13-02-2026","11:41 AM","11:48 AM","","6"
"160","3","M081  UP85AG0893_C","Primary - Auto Tipper","33-Palikhera","1","Mathura MSW Plant","13-02-2026","12:44 PM","12:48 PM","W26R2","4"
"161","1","M080  UP85AG0795_C","Primary - Auto Tipper","05-Bharatpur Gate","1","AgraVatika","13-02-2026","12:22 PM","12:43 PM","W5R1,W5R2","20"
"162","2","M079   UP85AG0754","Primary - Auto Tipper","47-Dwarkapuri","1","RC Sonveer","13-02-2026","08:41 AM","08:51 AM","W15R2","9"
"163","2","M079   UP85AG0754","Primary - Auto Tipper","47-Dwarkapuri","1","RC veeresh","13-02-2026","11:37 AM","11:42 AM","W15R2","4"
"164","2","M078   UP85AG0757","Primary - Auto Tipper","43-Ganeshra","2","RC Sonveer","13-02-2026","10:16 AM | 11:45 AM","10:28 AM | 11:53 AM","W16R5,W43R4","9"
"165","2","M077  UP85AG0761_C","Primary - Auto Tipper","37-Baldevpuri","1","RC veeresh","13-02-2026","11:04 AM","11:10 AM","W37R1","5"
"166","1","M072   UP85AG0803","Primary - Auto Tipper","23-Aheer Pada","2","Mathura MSW Plant","13-02-2026","08:32 AM | 09:44 AM","08:33 AM | 09:46 AM","W23R1","1"
"167","1","M072   UP85AG0803","Primary - Auto Tipper","23-Aheer Pada","1","RC veeresh","13-02-2026","01:37 AM","01:38 AM","W23R1","1"
"168","1","M072   UP85AG0803","Primary - Auto Tipper","23-Aheer Pada","1","RC Sonveer","13-02-2026","11:55 AM","12:03 PM","W23R1","7"
"169","3","M065 UP85AG0888","Primary - Auto Tipper","38-Civil Lines","1","Mathura MSW Plant","13-02-2026","09:32 AM","09:33 AM","W38R1","1"
"170","3","M060 UP85AG0881","Primary - Auto Tipper","41-Dhaulipiau","2","Mathura MSW Plant","13-02-2026","09:57 AM | 11:27 AM","10:00 AM | 11:30 AM","W41R2","3"
"171","1","M055 UP85AG0891_C","Primary - Auto Tipper","53-Krishna Puri","2","Mathura MSW Plant","13-02-2026","08:45 AM | 10:01 AM","08:46 AM | 10:03 AM","W53R1","1"
"172","1","M054 UP14PT7728","Primary - Auto Tipper","65-Holi Gali","1","Mathura MSW Plant","13-02-2026","10:07 AM","10:10 AM","W65R3","2"
"173","2","M053 UP85AG0769","Primary - Auto Tipper","56-Mandi Randas","1","Mathura MSW Plant","13-02-2026","12:03 PM","12:09 PM","W56R2","5"
"174","1","M051 UP85AG0892","Primary - Auto Tipper","49-Daimpiriyal Nagar","1","Mathura MSW Plant","13-02-2026","11:25 AM","11:26 AM","W49R1","1"
"175","1","M045  UP85AG0890_C","Primary - Auto Tipper","49-Daimpiriyal Nagar","2","Mathura MSW Plant","13-02-2026","08:19 AM | 11:22 AM","08:21 AM | 11:24 AM","W49R4","1"
"176","3","M042 UP85AG0883","Primary - Auto Tipper","11-Tarsi","1","Mathura MSW Plant","13-02-2026","10:27 AM","10:28 AM","W11R1","1"
"177","1","M038 UP14PT7753","Primary - Auto Tipper","49-Daimpiriyal Nagar","1","Mathura MSW Plant","13-02-2026","11:46 AM","11:49 AM","W49R2","2"
"178","3","M027 UP14PT8097","Primary - Auto Tipper","10-Aurangabad First","1","Mathura MSW Plant","13-02-2026","12:36 PM","12:41 PM","W42R1","4"
"179","2","M026 UP14PT7718","Primary - Auto Tipper","44-Radhika Bihar","2","RC veeresh","13-02-2026","11:23 AM | 12:23 PM","11:32 AM | 12:28 PM","W24R4(C),W43R5","6"
"180","4","M022 UP14PT7993_C","Primary - Auto Tipper","21-Chaitanya Bihar","1","FCTS PLANT","13-02-2026","01:41 PM","02:35 PM","W21R5","54"
"181","3","M020 UP14PT7998","Primary - Auto Tipper","41-Dhaulipiau","2","Mathura MSW Plant","13-02-2026","10:22 AM | 01:02 PM","10:23 AM | 01:04 PM","W41R1","1"
"182","2","M019 UP14PT7945","Primary - Auto Tipper","36-Jaisingh Pura","2","Mathura MSW Plant","13-02-2026","08:43 AM | 10:43 AM","08:44 AM | 10:45 AM","W36R2","1"
"183","2","M017 UP14PT7724","Primary - Auto Tipper","55-Govind Nagar","2","Mathura MSW Plant","13-02-2026","09:52 AM | 11:57 AM","09:55 AM | 11:59 AM","W55R3","2"
"184","2","M016 UP14PT7747","Primary - Auto Tipper","56-Mandi Randas","2","Mathura MSW Plant","13-02-2026","09:44 AM | 12:43 PM","09:46 AM | 12:47 PM","W56R3","2"
"185","3","M014 UP14PT7936","Primary - Auto Tipper","01-Birjapur","1","Mathura MSW Plant","13-02-2026","11:33 AM","11:35 AM","W1R2","1"
"186","1","M013 UP14PT7750","Primary - Auto Tipper","05-Bharatpur Gate","1","Mathura MSW Plant","13-02-2026","12:00 PM","12:06 PM","W38R2","6"
"187","2","M012 UP14PT7946","Primary - Auto Tipper","44-Radhika Bihar","2","Mathura MSW Plant","13-02-2026","08:25 AM | 10:56 AM","08:26 AM | 10:58 AM","","1"
"188","2","M009 UP14PT7717","Primary - Auto Tipper","30-Krishna Nagar Second","1","Mathura MSW Plant","13-02-2026","11:12 AM","11:13 AM","W30R1","1"
"189","1","M007 UP14PT7719_C","Primary - Auto Tipper","40-Rajkumar","2","FCTS PLANT","13-02-2026","09:34 AM | 11:02 AM","09:36 AM | 11:03 AM","W51R2","1"
"190","2","M004 UP14PT7951","Primary - Auto Tipper","12-Radhe Shyam Colony","1","Mathura MSW Plant","13-02-2026","11:46 AM","11:49 AM","W12R2","2"
"191","2","M001 UP14PT7952","Primary - Auto Tipper","31-Navneet Nagar","1","Mathura MSW Plant","13-02-2026","10:09 AM","10:14 AM","W31R2","4"
"192","3","HYVA6028","Secondary - Dumper","01-Birjapur","1","FCTS PLANT","13-02-2026","06:19 AM","09:50 AM","","210"
"193","3","HYVA6028","Secondary - Dumper","01-Birjapur","1","Mathura MSW Plant","13-02-2026","01:52 PM","01:53 PM","","1"
"194","3","DL51GD9579","Primary - Three Wheeler (ER)","01-Birjapur","1","FCTS PLANT","13-02-2026","06:54 AM","06:59 AM","W50ER2","4"
"195","4","DL51GD9456","Primary - Three Wheeler (ER)","51-Gaushala Nagar","3","FCTS PLANT","13-02-2026","07:43 AM | 09:24 AM | 10:44 AM","07:45 AM | 09:30 AM | 10:55 AM","W51ER5","5"
"196","2","DL51GD0277","Primary - Three Wheeler (ER)","12-Radhe Shyam Colony","3","AgraVatika","13-02-2026","08:48 AM | 10:17 AM | 11:12 AM","08:58 AM | 10:29 AM | 11:29 AM","W12ER3","12"
"197","3","CNG DUMFER 3820","Secondary - Dumper","01-Birjapur","3","FCTS PLANT","13-02-2026","08:45 AM | 12:42 PM | 01:44 PM","08:50 AM | 01:05 PM | 01:49 PM","","10"
"198","3","CNG DUMFER 3820","Secondary - Dumper","01-Birjapur","2","Mathura MSW Plant","13-02-2026","11:53 AM | 03:02 PM","11:54 AM | 03:03 PM","","1"
"199","2","CH_49540 LOADER","Secondary - Tractor Loader","03-Girdharpur","1","FCTS PLANT","13-02-2026","06:42 AM","06:44 AM","","1"
