"S.No.","Zone & Circle","Ward Name","Vehicle Number","Route Name","Total","Covered","Not Covered","Coverage","Date","Route In Time","Route Out Time"
"227","2","20-Krishna Nagar First","M010 UP14PT8107","W20R2","510","452","58","88","02-01-2026","08:23 AM","12:35 PM"
"228","4","51-Gaushala Nagar","DL51GD9456","W51ER5","368","326","42","88","03-01-2026","08:00 AM","11:16 AM"
"229","2","16-Bakalpur","M101  UP85AG0751","W16R2","131","116","15","88","05-01-2026","08:10 AM","10:27 AM"
"230","1","65-Holi Gali","M232 UP85ET 7839_C","W65R5","96","85","11","88","08-01-2026","09:37 AM","10:43 AM"
"231","4","09-Gandhi Nagar","M278 UP85ET 7840","W9R2","286","253","33","88","06-01-2026","07:49 AM","11:01 AM"
"232","4","09-Gandhi Nagar","M278 UP85ET 7840","W9R2","286","253","33","88","03-01-2026","08:03 AM","10:31 AM"
"233","1","63-Maliyaan Sadar","M180 UP85AG0685","W63R2","355","314","41","88","06-01-2026","07:52 AM","10:18 AM"
"234","1","65-Holi Gali","M232 UP85ET 7839_C","W65R5","95","84","11","88","05-01-2026","10:34 AM","10:52 AM"
"235","2","36-Jaisingh Pura","M238 UP85ET 7831","W36R1","271","239","32","88","03-01-2026","07:47 AM","10:28 AM"
"236","3","32-Ranchibagar","UP85FT2588","W32R1","228","201","27","88","02-01-2026","07:30 AM","10:39 AM"
"237","3","32-Ranchibagar","UP85FT2588","W32R1","228","201","27","88","01-01-2026","06:51 AM","09:54 AM"
"238","4","08-Atas","M204 UP85AG0955","W8R2","211","186","25","88","03-01-2026","08:55 AM","11:17 AM"
"239","2","58-Gau Ghat","M183 UP85AG0912(ER)","W58R1","84","74","10","88","04-01-2026","07:14 AM","09:41 AM"
"240","4","51-Gaushala Nagar","DL51GD9456","W51ER5","368","324","44","88","04-01-2026","07:53 AM","11:18 AM"
"241","3","38-Civil Lines","M065 UP85AG0888","W38R1","209","184","25","88","01-01-2026","07:19 AM","10:44 AM"
"242","3","15-Maholi First","UP14PT7948","W15R1","234","206","28","88","06-01-2026","07:38 AM","09:44 AM"
"243","1","26-Naya Nagla","M081  UP85AG0893_C","W26R2","133","117","16","87","09-01-2026","07:34 AM","08:51 AM"
"244","1","61-Chaubia Para","M252 UP85ET 7850_C","W61R1_C","58","51","7","87","06-01-2026","07:14 AM","11:33 AM"
"245","1","63-Maliyaan Sadar","M191 UP85AG0948","W63R1","371","326","45","87","02-01-2026","07:46 AM","10:34 AM"
"246","3","52-Chandrapuri","UP85AG0949","W52R3","346","304","42","87","05-01-2026","07:39 AM","11:47 AM"
"247","3","52-Chandrapuri","M181 UP85AG0763","W52R1","533","468","65","87","04-01-2026","07:22 AM","12:23 PM"
"248","1","40-Rajkumar","M007 UP14PT7719_C","W40R2","147","129","18","87","05-01-2026","09:01 AM","12:28 PM"
"249","2","43-Ganeshra","M078   UP85AG0757","W43R4","57","50","7","87","02-01-2026","08:47 AM","06:38 PM"
"250","4","34-Radhaniwas","M265 UP14PT8095","W34R2","423","371","52","87","04-01-2026","07:37 AM","12:14 PM"
"251","2","44-Radhika Bihar","M012 UP14PT7946","W44R1","382","335","47","87","04-01-2026","07:44 AM","12:22 PM"
"252","4","21-Chaitanya Bihar","M269 UP85ET 7841","W21R2","414","363","51","87","06-01-2026","07:30 AM","12:00 PM"
"253","1","53-Krishna Puri","M055 UP85AG0891_C","W53R1","227","199","28","87","04-01-2026","07:15 AM","09:57 AM"
"254","4","34-Radhaniwas","M265 UP14PT8095","W34R2","444","389","55","87","08-01-2026","08:06 AM","12:16 PM"
"255","1","63-Maliyaan Sadar","M191 UP85AG0948","W63R1","371","325","46","87","08-01-2026","08:06 AM","11:01 AM"
"256","4","51-Gaushala Nagar","M244 UP85AG0789_C","W51R3","629","551","78","87","03-01-2026","08:21 AM","11:44 AM"
"257","2","44-Radhika Bihar","M012 UP14PT7946","W44R1","427","374","53","87","07-01-2026","07:45 AM","10:37 AM"
"258","2","24-Sarai Azamabad","UP85AG0752","W24R2","225","197","28","87","02-01-2026","07:48 AM","10:55 AM"
"259","2","24-Sarai Azamabad","UP85AG0752","W24R2","225","197","28","87","05-01-2026","07:49 AM","11:09 AM"
"260","2","16-Bakalpur","UP85FT2579","W16R1","440","385","55","87","05-01-2026","07:57 AM","12:11 PM"
"261","2","30-Krishna Nagar Second","M127   UP85AG0762","W30R2","408","357","51","87","04-01-2026","07:28 AM","12:54 PM"
"262","2","36-Jaisingh Pura","M019 UP14PT7945","W36R2","285","249","36","87","04-01-2026","07:24 AM","09:52 AM"
"263","2","30-Krishna Nagar Second","M127   UP85AG0762","W30R2","403","352","51","87","03-01-2026","07:34 AM","11:21 AM"
"264","1","68-Shanti Nagar","M178 UP85AG0760","W68R1","621","542","79","87","03-01-2026","07:53 AM","12:01 PM"
"265","4","21-Chaitanya Bihar","M269 UP85ET 7841","W21R2","415","362","53","87","08-01-2026","08:18 AM","12:48 PM"
"266","3","01-Birjapur","M014 UP14PT7936","W1R2","592","516","76","87","02-01-2026","07:37 AM","10:34 AM"
"267","2","43-Ganeshra","M036 UP14PT8105_C","W43R3","54","47","7","87","05-01-2026","08:04 AM","12:01 PM"
"268","2","16-Bakalpur","M101  UP85AG0751","W16R2","131","114","17","87","09-01-2026","08:18 AM","10:41 AM"
"269","1","02-Ambedkar Nagar","M092 UP14PT7727_C","W2R2(C)","100","87","13","87","05-01-2026","09:01 AM","10:00 AM"
"270","4","51-Gaushala Nagar","DL51GD9456","W51ER5","368","320","48","86","07-01-2026","08:11 AM","11:52 AM"
"271","4","51-Gaushala Nagar","DL51GD9456","W51ER5","368","320","48","86","09-01-2026","08:31 AM","11:39 AM"
"272","2","58-Gau Ghat","M183 UP85AG0912(ER)","W58R1","84","73","11","86","06-01-2026","07:10 AM","10:21 AM"
"273","2","30-Krishna Nagar Second","M127   UP85AG0762","W30R2","403","350","53","86","01-01-2026","07:29 AM","12:45 PM"
"274","2","16-Bakalpur","M101  UP85AG0751","W16R2","121","105","16","86","01-01-2026","08:54 AM","11:31 AM"
"275","4","25-Chharaura","UP85AG0964","W25R1","574","498","76","86","06-01-2026","08:02 AM","10:49 AM"
"276","2","30-Krishna Nagar Second","M127   UP85AG0762","W30R2","430","373","57","86","08-01-2026","08:17 AM","01:06 PM"
"277","4","21-Chaitanya Bihar","M269 UP85ET 7841","W21R2","414","359","55","86","02-01-2026","07:38 AM","12:57 PM"
"278","2","56-Mandi Randas","M053 UP85AG0769","W56R2","15","13","2","86","02-01-2026","09:53 AM","11:42 AM"
"279","2","56-Mandi Randas","M053 UP85AG0769","W56R2","15","13","2","86","08-01-2026","08:26 AM","11:44 AM"
"280","2","56-Mandi Randas","M053 UP85AG0769","W56R2","15","13","2","86","05-01-2026","08:15 AM","10:10 AM"
"281","2","24-Sarai Azamabad","M061 UP85AG0801","W24R5","373","323","50","86","09-01-2026","09:20 AM","12:12 PM"
"282","2","03-Girdharpur","M126  UP85AG0799","W3R1","289","250","39","86","03-01-2026","08:01 AM","10:56 AM"
"283","2","56-Mandi Randas","MR004-70147590","W56WBR2","59","51","8","86","08-01-2026","08:14 AM","09:35 AM"
"284","4","51-Gaushala Nagar","DL51GD9456","W51ER5","368","318","50","86","06-01-2026","08:12 AM","11:01 AM"
"285","2","24-Sarai Azamabad","UP85AG0752","W24R2","225","194","31","86","03-01-2026","08:51 AM","11:38 AM"
"286","1","05-Bharatpur Gate","M080  UP85AG0795_C","W5R1","116","100","16","86","03-01-2026","07:34 AM","12:30 PM"
"287","1","26-Naya Nagla","M086   UP85AG0880","W26R1","188","162","26","86","03-01-2026","07:26 AM","10:49 AM"
"288","4","70-Biharipur","M260 UP85ET 7859","W70R1","159","137","22","86","08-01-2026","08:15 AM","10:32 AM"
"289","2","16-Bakalpur","UP85FT2579","W16R1","440","379","61","86","04-01-2026","07:58 AM","03:49 PM"
"290","3","06-Aduki","M273 UP85ET 7846","W6R3","396","341","55","86","05-01-2026","08:03 AM","10:44 AM"
"291","3","52-Chandrapuri","M181 UP85AG0763","W52R1","553","476","77","86","08-01-2026","07:53 AM","02:32 PM"
"292","2","24-Sarai Azamabad","MR034-70143664","W24MR1","100","86","14","86","09-01-2026","08:19 AM","10:02 AM"
"293","2","56-Mandi Randas","M016 UP14PT7747","W56R3","57","49","8","85","03-01-2026","07:57 AM","09:52 AM"
"294","3","06-Aduki","M273 UP85ET 7846","W6R3","397","341","56","85","01-01-2026","07:56 AM","11:12 AM"
"295","4","25-Chharaura","UP85AG0964","W25R1","574","493","81","85","02-01-2026","07:20 AM","10:04 AM"
"296","2","43-Ganeshra","M036 UP14PT8105_C","W43R2","347","298","49","85","02-01-2026","08:12 AM","11:22 AM"
"297","4","51-Gaushala Nagar","DL51GD9456","W51ER5","368","316","52","85","02-01-2026","08:01 AM","11:07 AM"
"298","2","44-Radhika Bihar","M012 UP14PT7946","W44R1","382","328","54","85","03-01-2026","07:57 AM","10:15 AM"
"299","3","06-Aduki","M273 UP85ET 7846","W6R3","396","340","56","85","07-01-2026","08:21 AM","11:05 AM"
"300","2","58-Gau Ghat","M183 UP85AG0912(ER)","W58R1","84","72","12","85","01-01-2026","07:14 AM","09:27 AM"
"301","4","67-Kemar Van","M196 DL51GD9113_C","W67R4","21","18","3","85","01-01-2026","07:46 AM","09:22 AM"
"302","4","62-Mathura Darwaza","UP85FT2585","W62R1","369","316","53","85","06-01-2026","07:51 AM","09:22 AM"
"303","4","50-Patharpura","M099 0787","W50R1","160","137","23","85","04-01-2026","07:52 AM","12:35 PM"
"304","2","36-Jaisingh Pura","M019 UP14PT7945","W36R2","285","244","41","85","07-01-2026","07:24 AM","09:50 AM"
"305","4","21-Chaitanya Bihar","M269 UP85ET 7841","W21R2","414","353","61","85","01-01-2026","08:07 AM","01:10 PM"
"306","2","36-Jaisingh Pura","M238 UP85ET 7831","W36R1","271","231","40","85","07-01-2026","07:59 AM","10:48 AM"
"307","3","06-Aduki","M273 UP85ET 7846","W6R3","396","337","59","85","09-01-2026","08:19 AM","11:01 AM"
"308","1","68-Shanti Nagar","M178 UP85AG0760","W68R1","624","531","93","85","07-01-2026","07:29 AM","12:03 PM"
"309","1","40-Rajkumar","M007 UP14PT7719_C","W40R2","147","125","22","85","04-01-2026","08:19 AM","01:02 PM"
"310","4","25-Chharaura","UP85AG0964","W25R1","574","488","86","85","07-01-2026","07:55 AM","10:15 AM"
"311","1","02-Ambedkar Nagar","M092 UP14PT7727_C","W2R2(C)","100","85","15","85","04-01-2026","08:45 AM","10:04 AM"
"312","2","36-Jaisingh Pura","M019 UP14PT7945","W36R2","285","242","43","84","09-01-2026","07:34 AM","10:00 AM"
"313","2","36-Jaisingh Pura","M019 UP14PT7945","W36R2","285","242","43","84","01-01-2026","07:51 AM","11:08 AM"
"314","2","36-Jaisingh Pura","M019 UP14PT7945","W36R2","285","242","43","84","02-01-2026","07:38 AM","10:04 AM"
"315","1","63-Maliyaan Sadar","M191 UP85AG0948","W63R1","371","315","56","84","05-01-2026","08:02 AM","11:13 AM"
"316","2","39-Mahavidhya Colony","M142 UP85ET 7844","W39R3","212","180","32","84","08-01-2026","08:13 AM","11:47 AM"
"317","1","65-Holi Gali","M117   UP85AG0765_C","W65R2","86","73","13","84","01-01-2026","07:22 AM","11:05 AM"
"318","2","12-Radhe Shyam Colony","M094   UP85AG0759","W12R1","453","384","69","84","02-01-2026","08:03 AM","11:00 AM"
"319","1","68-Shanti Nagar","M178 UP85AG0760","W68R1","622","527","95","84","04-01-2026","07:53 AM","12:28 PM"
"320","2","36-Jaisingh Pura","M019 UP14PT7945","W36R2","285","241","44","84","03-01-2026","07:29 AM","09:56 AM"
"321","2","58-Gau Ghat","M183 UP85AG0912(ER)","W58R1","84","71","13","84","05-01-2026","07:14 AM","10:55 AM"
"322","4","51-Gaushala Nagar","DL51GD9456","W51ER5","368","311","57","84","01-01-2026","07:54 AM","10:26 AM"
"323","2","39-Mahavidhya Colony","M142 UP85ET 7844","W39R3","212","179","33","84","07-01-2026","08:29 AM","11:37 AM"
"324","4","34-Radhaniwas","M265 UP14PT8095","W34R2","423","357","66","84","03-01-2026","08:02 AM","11:09 AM"
"325","4","34-Radhaniwas","M265 UP14PT8095","W34R2","423","357","66","84","06-01-2026","07:51 AM","12:32 PM"
"326","2","55-Govind Nagar","M010 UP14PT8107","W55R1","333","281","52","84","01-01-2026","08:00 AM","11:53 AM"
"327","1","63-Maliyaan Sadar","M191 UP85AG0948","W63R1","371","313","58","84","06-01-2026","07:44 AM","10:37 AM"
"328","4","34-Radhaniwas","UP85ET 7856","W34R1","582","491","91","84","08-01-2026","07:54 AM","12:21 PM"
"329","2","43-Ganeshra","M036 UP14PT8105_C","W43R2","358","302","56","84","08-01-2026","08:06 AM","12:48 PM"
"330","1","14-Lakshmi Nagar Yamunapar","M256 UP85ET 7861","W14R1","517","436","81","84","03-01-2026","08:25 AM","12:45 PM"
"331","2","36-Jaisingh Pura","M019 UP14PT7945","W36R2","285","240","45","84","06-01-2026","07:48 AM","09:56 AM"
"332","3","38-Civil Lines","M065 UP85AG0888","W38R1","209","176","33","84","05-01-2026","07:39 AM","11:56 AM"
"333","4","25-Chharaura","UP85AG0964","W25R1","574","483","91","84","05-01-2026","07:55 AM","10:25 AM"
"334","2","37-Baldevpuri","M254 UP85ET 7853","W37R2","624","525","99","84","07-01-2026","07:38 AM","12:55 PM"
"335","2","12-Radhe Shyam Colony","M004 UP14PT7951","W12R4","533","448","85","84","01-01-2026","07:27 AM","11:17 AM"
"336","1","40-Rajkumar","M052 UP85AG0790","W40R1","94","79","15","84","06-01-2026","08:24 AM","10:24 AM"
"337","2","24-Sarai Azamabad","MR034-70143664","W24MR1","100","84","16","84","08-01-2026","08:45 AM","10:18 AM"
"338","2","24-Sarai Azamabad","MR034-70143664","W24MR1","100","84","16","84","01-01-2026","08:14 AM","12:31 PM"
"339","4","51-Gaushala Nagar","UP14PT8106","W51R2","831","697","134","83","09-01-2026","07:09 AM","12:22 PM"
"340","2","36-Jaisingh Pura","M019 UP14PT7945","W36R2","285","239","46","83","08-01-2026","07:59 AM","10:08 AM"
"341","3","52-Chandrapuri","UP85AG0949","W52R3","346","290","56","83","01-01-2026","08:33 AM","11:24 AM"
"342","4","51-Gaushala Nagar","M244 UP85AG0789_C","W51R3","629","527","102","83","04-01-2026","07:54 AM","10:52 AM"
"343","4","34-Radhaniwas","M265 UP14PT8095","W34R2","444","372","72","83","09-01-2026","08:01 AM","12:10 PM"
"344","4","62-Mathura Darwaza","UP85FT2585","W62R1","369","309","60","83","03-01-2026","07:36 AM","09:12 AM"
"345","3","38-Civil Lines","M065 UP85AG0888","W38R1","209","175","34","83","04-01-2026","08:36 AM","10:38 AM"
"346","2","37-Baldevpuri","M254 UP85ET 7853","W37R2","623","521","102","83","02-01-2026","07:19 AM","10:49 AM"
"347","3","06-Aduki","M273 UP85ET 7846","W6R3","397","332","65","83","03-01-2026","08:06 AM","10:56 AM"
"348","4","51-Gaushala Nagar","UP14PT8106","W51R2","830","694","136","83","05-01-2026","07:21 AM","12:06 PM"
"349","2","44-Radhika Bihar","M012 UP14PT7946","W44R1","427","357","70","83","09-01-2026","08:02 AM","10:42 AM"
"350","1","68-Shanti Nagar","M178 UP85AG0760","W68R1","622","520","102","83","06-01-2026","07:15 AM","11:26 AM"
"351","1","42-Manoharpur","M011 DL51EV0215","W42R2","67","56","11","83","05-01-2026","08:10 AM","10:03 AM"
"352","1","63-Maliyaan Sadar","M191 UP85AG0948","W63R1","371","310","61","83","07-01-2026","07:51 AM","11:07 AM"
"353","2","12-Radhe Shyam Colony","M004 UP14PT7951","W12R4","533","445","88","83","02-01-2026","08:08 AM","11:07 AM"
"354","2","31-Navneet Nagar","M237 UP85ET 7866","W31R1","320","267","53","83","09-01-2026","07:21 AM","11:55 AM"
"355","3","28-Aurangabad Second","M027 UP14PT8097","W28R1","440","367","73","83","01-01-2026","07:56 AM","11:13 AM"
"356","3","27-Baad","M220 UP14PT7715","W27R3","223","186","37","83","01-01-2026","07:18 AM","09:47 AM"
"357","1","65-Holi Gali","M271 UP85ET 7847_C","W65R4","12","10","2","83","09-01-2026","07:16 AM","08:26 AM"
"358","2","16-Bakalpur","M101  UP85AG0751","W16R2","131","109","22","83","08-01-2026","08:18 AM","09:41 AM"
"359","2","12-Radhe Shyam Colony","M004 UP14PT7951","W12R4","540","449","91","83","09-01-2026","07:20 AM","11:16 AM"
"360","4","50-Patharpura","M099 0787","W50R1","178","148","30","83","07-01-2026","07:47 AM","11:33 AM"
"361","2","58-Gau Ghat","M183 UP85AG0912(ER)","W58R1","89","74","15","83","08-01-2026","07:18 AM","10:03 AM"
"362","2","30-Krishna Nagar Second","M127   UP85AG0762","W30R2","403","335","68","83","02-01-2026","08:00 AM","12:36 PM"
"363","2","56-Mandi Randas","MR004-70147590","W56WBR2","59","49","10","83","07-01-2026","08:20 AM","09:44 AM"
"364","2","37-Baldevpuri","M254 UP85ET 7853","W37R2","624","518","106","83","05-01-2026","07:19 AM","11:39 AM"
"365","2","39-Mahavidhya Colony","M142 UP85ET 7844","W39R3","206","171","35","83","04-01-2026","06:23 AM","09:19 AM"
"366","2","39-Mahavidhya Colony","M142 UP85ET 7844","W39R3","206","171","35","83","02-01-2026","07:47 AM","11:22 AM"
"367","1","26-Naya Nagla","M086   UP85AG0880","W26R1","188","156","32","82","09-01-2026","07:42 AM","11:34 AM"
"368","2","54-Pratap Nagar","M087  UP85AG0785","W54R1","649","538","111","82","05-01-2026","08:45 AM","11:42 AM"
"369","1","63-Maliyaan Sadar","M180 UP85AG0685","W63R2","356","295","61","82","09-01-2026","08:14 AM","10:12 AM"
"370","1","65-Holi Gali","M117   UP85AG0765_C","W65R2","169","140","29","82","07-01-2026","08:02 AM","11:00 AM"
"371","1","68-Shanti Nagar","M178 UP85AG0760","W68R1","624","516","108","82","09-01-2026","07:40 AM","12:07 PM"
"372","2","39-Mahavidhya Colony","M142 UP85ET 7844","W39R3","212","175","37","82","09-01-2026","08:16 AM","10:19 AM"
"373","4","50-Patharpura","M099 0787","W50R1","160","132","28","82","02-01-2026","08:03 AM","11:56 AM"
"374","4","70-Biharipur","M260 UP85ET 7859","W70R1","159","131","28","82","09-01-2026","08:26 AM","10:33 AM"
"375","2","12-Radhe Shyam Colony","M094   UP85AG0759","W12R1","453","373","80","82","01-01-2026","07:33 AM","11:41 AM"
"376","3","52-Chandrapuri","M181 UP85AG0763","W52R1","526","433","93","82","03-01-2026","07:35 AM","02:49 PM"
"377","2","36-Jaisingh Pura","M238 UP85ET 7831","W36R1","271","223","48","82","05-01-2026","07:47 AM","11:09 AM"
"378","3","41-Dhaulipiau","M020 UP14PT7998","W41R1","406","334","72","82","08-01-2026","08:33 AM","12:20 PM"
"379","2","44-Radhika Bihar","M012 UP14PT7946","W44R1","427","351","76","82","08-01-2026","07:40 AM","10:00 AM"
"380","2","39-Mahavidhya Colony","M142 UP85ET 7844","W39R3","206","169","37","82","01-01-2026","07:37 AM","09:56 AM"
"381","3","33-Palikhera","M076  UP85AG0779","W33R2","517","424","93","82","05-01-2026","07:59 AM","11:04 AM"
"382","2","54-Pratap Nagar","DL51GD9539","W54R2","161","132","29","81","03-01-2026","08:24 AM","11:22 AM"
"383","3","33-Palikhera","M233 UP85ET 7835","W33R3","359","294","65","81","05-01-2026","07:00 AM","11:05 AM"
"384","4","25-Chharaura","UP85AG0964","W25R1","574","470","104","81","04-01-2026","07:59 AM","10:29 AM"
"385","4","50-Patharpura","M099 0787","W50R1","160","131","29","81","01-01-2026","07:43 AM","12:01 PM"
"386","2","16-Bakalpur","M101  UP85AG0751","W16R2","121","99","22","81","03-01-2026","08:34 AM","10:45 AM"
"387","2","56-Mandi Randas","M262 UP85ET 7851","W56R5","11","9","2","81","09-01-2026","09:58 AM","10:03 AM"
"388","1","40-Rajkumar","M007 UP14PT7719_C","W40R2","115","94","21","81","02-01-2026","08:10 AM","11:50 AM"
"389","2","16-Bakalpur","M101  UP85AG0751","W16R2","131","107","24","81","06-01-2026","07:45 AM","09:17 AM"
"390","1","63-Maliyaan Sadar","M191 UP85AG0948","W63R1","371","303","68","81","01-01-2026","07:39 AM","11:40 AM"
"391","4","69-Ratan Chhatri","M197 DL51GD9401_C","W69R3","49","40","9","81","05-01-2026","12:05 PM","12:32 PM"
"392","3","41-Dhaulipiau","M020 UP14PT7998","W41R1","406","331","75","81","01-01-2026","08:11 AM","12:20 PM"
"393","3","27-Baad","M179 UP85AG0720_C","W27R1","383","312","71","81","03-01-2026","07:05 AM","09:55 AM"
"394","1","26-Naya Nagla","M086   UP85AG0880","W26R1","188","153","35","81","07-01-2026","07:37 AM","11:40 AM"
"395","1","26-Naya Nagla","M086   UP85AG0880","W26R1","188","153","35","81","02-01-2026","08:05 AM","12:18 PM"
"396","3","52-Chandrapuri","M181 UP85AG0763","W52R1","533","433","100","81","05-01-2026","08:18 AM","04:39 PM"
"397","1","02-Ambedkar Nagar","M092 UP14PT7727_C","W2R2(C)","101","82","19","81","08-01-2026","08:48 AM","10:27 AM"
"398","2","36-Jaisingh Pura","M238 UP85ET 7831","W36R1","271","220","51","81","02-01-2026","07:56 AM","11:04 AM"
"399","4","21-Chaitanya Bihar","M269 UP85ET 7841","W21R2","414","336","78","81","03-01-2026","08:10 AM","01:05 PM"
"400","2","45-Birla Mandir","M058 UP85AG0950","W45R1","351","284","67","80","08-01-2026","07:14 AM","10:52 AM"
"401","2","45-Birla Mandir","M058 UP85AG0950","W45R1","351","283","68","80","09-01-2026","07:19 AM","11:25 AM"
"402","4","50-Patharpura","M099 0787","W50R1","160","129","31","80","05-01-2026","07:27 AM","11:56 AM"
"403","2","39-Mahavidhya Colony","M142 UP85ET 7844","W39R3","206","166","40","80","03-01-2026","08:01 AM","10:01 AM"
"404","2","44-Radhika Bihar","M183 UP85AG0912(ER)","W44R3","51","41","10","80","02-01-2026","08:07 AM","10:44 AM"
"405","2","55-Govind Nagar","MUP85AG0798","W55R2","464","373","91","80","03-01-2026","06:55 AM","09:32 AM"
"406","4","34-Radhaniwas","M265 UP14PT8095","W34R2","423","340","83","80","01-01-2026","07:29 AM","10:57 AM"
"407","2","45-Birla Mandir","M058 UP85AG0950","W45R1","345","277","68","80","05-01-2026","07:20 AM","10:58 AM"
"408","4","34-Radhaniwas","UP85ET 7856","W34R1","582","467","115","80","09-01-2026","07:52 AM","12:01 PM"
"409","4","34-Radhaniwas","UP85ET 7856","W34R1","582","467","115","80","07-01-2026","07:35 AM","11:18 AM"
"410","2","16-Bakalpur","M101  UP85AG0751","W16R2","131","105","26","80","04-01-2026","08:10 AM","10:27 AM"
"411","2","39-Mahavidhya Colony","M142 UP85ET 7844","W39R3","206","165","41","80","05-01-2026","07:52 AM","10:02 AM"
"412","4","51-Gaushala Nagar","UP14PT8106","W51R2","830","664","166","80","03-01-2026","06:59 AM","11:51 AM"
"413","4","50-Patharpura","M099 0787","W50R1","160","128","32","80","03-01-2026","07:43 AM","11:47 AM"
"414","4","66-Keshighat","MR028-70148226","W66R2","80","64","16","80","02-01-2026","07:45 AM","10:38 AM"
"415","4","66-Keshighat","MR028-70148226","W66R2","80","64","16","80","04-01-2026","08:03 AM","09:42 AM"
"416","2","56-Mandi Randas","M053 UP85AG0769","W56R2","15","12","3","80","04-01-2026","08:00 AM","11:30 AM"
"417","2","56-Mandi Randas","M053 UP85AG0769","W56R2","15","12","3","80","09-01-2026","09:26 AM","11:21 AM"
"418","4","21-Chaitanya Bihar","M269 UP85ET 7841","W21R2","414","331","83","79","05-01-2026","07:04 AM","01:18 PM"
"419","4","34-Radhaniwas","UP85ET 7856","W34R1","580","463","117","79","04-01-2026","06:52 AM","12:08 PM"
"420","1","18-General ganj","RJ06GD5343","W18R1","342","273","69","79","08-01-2026","06:39 AM","01:44 PM"
"421","4","50-Patharpura","M099 0787","W50R1","178","142","36","79","09-01-2026","07:48 AM","11:23 AM"
"422","3","57-Balajipuram","UP85AG0756","W57R2","533","425","108","79","01-01-2026","07:39 AM","12:14 PM"
"423","1","26-Naya Nagla","M228 UP85AG0775","W26R2","133","106","27","79","01-01-2026","08:28 AM","10:37 AM"
"424","2","55-Govind Nagar","MUP85AG0798","W55R2","466","370","96","79","07-01-2026","07:00 AM","08:10 AM"
"425","1","65-Holi Gali","M117   UP85AG0765_C","W65R2","169","134","35","79","09-01-2026","07:28 AM","11:09 AM"
"426","1","18-General ganj","RJ06GD5343","W18R1","337","267","70","79","05-01-2026","07:33 AM","01:05 PM"
"427","3","32-Ranchibagar","M234 UP85ET 7832","W32R3","110","87","23","79","05-01-2026","07:24 AM","11:10 AM"
"428","3","32-Ranchibagar","M234 UP85ET 7832","W32R3","110","87","23","79","06-01-2026","07:32 AM","10:16 AM"
"429","2","12-Radhe Shyam Colony","MR013-70147533","W12MR1","153","121","32","79","01-01-2026","07:31 AM","10:55 AM"
"430","4","08-Atas","M204 UP85AG0955","W8R1","162","128","34","79","08-01-2026","09:14 AM","11:29 AM"
"431","2","24-Sarai Azamabad","MR034-70143664","W24MR1","100","79","21","79","04-01-2026","08:13 AM","11:03 AM"
"432","1","40-Rajkumar","M052 UP85AG0790","W40R1","133","105","28","78","07-01-2026","09:26 AM","01:05 PM"
"433","3","32-Ranchibagar","M234 UP85ET 7832","W32R3","95","75","20","78","02-01-2026","07:34 AM","11:34 AM"
"434","1","42-Manoharpur","M011 DL51EV0215","W42R2","57","45","12","78","01-01-2026","07:37 AM","10:16 AM"
"435","2","48-Satoha Asangpur","M257 UP85ET 7845","W48R2","19","15","4","78","03-01-2026","08:12 AM","09:39 AM"
"436","4","62-Mathura Darwaza","UP85FT2585","W62R1","369","291","78","78","02-01-2026","07:41 AM","09:57 AM"
"437","1","07-Lohvan","M023 UP14PT7726","W7R2","240","189","51","78","07-01-2026","08:19 AM","11:28 AM"
"438","2","37-Baldevpuri","M254 UP85ET 7853","W37R2","624","491","133","78","06-01-2026","07:28 AM","10:50 AM"
"439","1","42-Manoharpur","M011 DL51EV0215","W42R2","75","59","16","78","07-01-2026","07:45 AM","10:05 AM"
"440","4","67-Kemar Van","UP85ET7857","W67R2","206","162","44","78","05-01-2026","07:46 AM","12:18 PM"
"441","2","36-Jaisingh Pura","M238 UP85ET 7831","W36R1","271","213","58","78","09-01-2026","07:51 AM","10:34 AM"
"442","1","18-General ganj","RJ06GD5343","W18R1","322","253","69","78","03-01-2026","07:27 AM","01:14 PM"
"443","3","59-Maholi Second","UP85AG0777","W59R1","303","238","65","78","04-01-2026","07:51 AM","11:04 AM"
"444","3","41-Dhaulipiau","UP85FT 2574","W41R3","65","51","14","78","02-01-2026","07:24 AM","12:47 PM"
"445","2","12-Radhe Shyam Colony","MR013-70147533","W12MR1","153","120","33","78","05-01-2026","07:34 AM","11:34 AM"
"446","2","12-Radhe Shyam Colony","MR013-70147533","W12MR1","153","120","33","78","04-01-2026","07:37 AM","11:24 AM"
"447","1","18-General ganj","RJ06GD5343","W18R1","342","268","74","78","07-01-2026","07:39 AM","02:45 PM"
"448","2","54-Pratap Nagar","M087  UP85AG0785","W54R1","647","507","140","78","03-01-2026","08:01 AM","11:06 AM"
"449","1","14-Lakshmi Nagar Yamunapar","M256 UP85ET 7861","W14R1","517","405","112","78","01-01-2026","08:26 AM","11:50 AM"
"450","3","27-Baad","M116 UP85AG0768","W27R5","621","486","135","78","02-01-2026","07:57 AM","12:55 PM"
"451","1","26-Naya Nagla","M081  UP85AG0893_C","W26R2","133","104","29","78","08-01-2026","07:25 AM","09:47 AM"
"452","3","41-Dhaulipiau","M020 UP14PT7998","W41R1","406","317","89","78","05-01-2026","08:04 AM","12:01 PM"
"453","1","23-Aheer Pada","M112   UP85AG0885_C","W23R2","205","160","45","78","09-01-2026","08:31 AM","11:51 AM"
