"S.No.","Zone & Circle","Ward Name","Vehicle Number","Route Name","Total","Covered","Not Covered","Coverage","Date","Route In Time","Route Out Time"
"1810","1","02-Ambedkar Nagar","M092 UP14PT7727_C","W2R2(C)","213","159","54","74","14-01-2026","08:08 AM","11:00 AM"
"1811","2","39-Mahavidhya Colony","M095    UP85AG0788","W39R2","812","606","206","74","22-01-2026","08:09 AM","10:20 AM"
"1812","2","46-Radha Nagar","UP85FT2577","W46R1","59","44","15","74","06-01-2026","07:23 AM","10:52 AM"
"1813","2","46-Radha Nagar","UP85FT2577","W46R1","59","44","15","74","02-01-2026","07:21 AM","10:04 AM"
"1814","2","56-Mandi Randas","MR004-70147590","W56WBR2","59","44","15","74","04-01-2026","07:36 AM","07:58 AM"
"1815","2","55-Govind Nagar","UP16RT3830","W55R3","460","343","117","74","15-01-2026","07:56 AM","12:39 PM"
"1816","3","32-Ranchibagar","UP85FT2588","W32R1","228","170","58","74","03-01-2026","06:57 AM","09:04 AM"
"1817","1","26-Naya Nagla","M086   UP85AG0880","W26R1","672","501","171","74","19-01-2026","08:22 AM","11:56 AM"
"1818","2","39-Mahavidhya Colony","M095    UP85AG0788","W39R2","812","605","207","74","23-01-2026","08:13 AM","10:43 AM"
"1819","2","54-Pratap Nagar","M087  UP85AG0785","W54R1","647","482","165","74","02-01-2026","08:00 AM","11:30 AM"
"1820","1","65-Holi Gali","M117   UP85AG0765_C","W65R2","184","137","47","74","18-01-2026","08:13 AM","11:28 AM"
"1821","1","65-Holi Gali","M117   UP85AG0765_C","W65R2","184","137","47","74","19-01-2026","09:37 AM","11:35 AM"
"1822","1","04-Ishapur Yamunapar","M253 UP85ET 7854","W4R1","704","524","180","74","23-01-2026","09:15 AM","11:27 AM"
"1823","4","34-Radhaniwas","M225 UP85AG0953","W34R2","1016","756","260","74","27-01-2026","08:34 AM","11:58 AM"
"1824","4","70-Biharipur","M260 UP85ET 7859","W70R1","211","157","54","74","22-01-2026","08:04 AM","10:54 AM"
"1825","4","62-Mathura Darwaza","UP85FT2585","W62R1","1004","747","257","74","23-01-2026","07:44 AM","02:02 PM"
"1826","2","54-Pratap Nagar","M231 UP85ET 7837","W54R3","519","386","133","74","07-01-2026","08:22 AM","01:02 PM"
"1827","3","06-Aduki","UP16RT3810","W6R3","592","440","152","74","21-01-2026","07:21 AM","10:50 AM"
"1828","1","19-Ramnagar Yamunapar","M259 UP85ET 7852","W19R1","405","301","104","74","24-01-2026","08:33 AM","12:29 PM"
"1829","4","13-Sunrakh","M113   UP85AGT0966","W13R3","109","81","28","74","19-01-2026","08:35 AM","11:26 AM"
"1830","3","27-Baad","M179 UP85AG0720_C","W27R1","786","584","202","74","20-01-2026","07:27 AM","09:46 AM"
"1831","1","18-General ganj","RJ06GD5343","W18R1","342","254","88","74","09-01-2026","06:52 AM","01:17 PM"
"1832","2","24-Sarai Azamabad","UP85AG0752","W24R2","478","355","123","74","24-01-2026","09:02 AM","12:56 PM"
"1833","2","16-Bakalpur","M101  UP85AG0751","W16R2","132","98","34","74","14-01-2026","08:32 AM","09:57 AM"
"1834","2","31-Navneet Nagar","M237 UP85ET 7866","W31R1","357","265","92","74","23-01-2026","08:03 AM","01:03 PM"
"1835","4","62-Mathura Darwaza","UP85FT2585","W62R1","1004","745","259","74","26-01-2026","06:39 AM","08:08 AM"
"1836","1","18-General ganj","RJ06GD5343","W18R1","337","250","87","74","06-01-2026","07:44 AM","12:37 PM"
"1837","2","47-Dwarkapuri","UP16RT3808","W47R2","1169","867","302","74","28-01-2026","07:21 AM","09:26 AM"
"1838","2","43-Ganeshra","M078   UP85AG0757","W43R4","85","63","22","74","20-01-2026","07:41 AM","11:45 AM"
"1839","2","24-Sarai Azamabad","M061 UP85AG0801","W24R5","502","372","130","74","18-01-2026","08:22 AM","11:11 AM"
"1840","1","63-Maliyaan Sadar","M180 UP85AG0685","W63R2","428","317","111","74","13-01-2026","07:46 AM","09:51 AM"
"1841","4","21-Chaitanya Bihar","M022 UP14PT7993_C","W21R5","77","57","20","74","01-01-2026","08:09 AM","09:27 PM"
"1842","2","24-Sarai Azamabad","MR034-70143664","W24MR1","100","74","26","74","02-01-2026","07:40 AM","10:22 AM"
"1843","3","33-Palikhera","M076  UP85AG0779","W33R2","538","398","140","73","08-01-2026","07:46 AM","11:58 AM"
"1844","2","46-Radha Nagar","UP85FT2577","W46R1","119","88","31","73","18-01-2026","07:22 AM","10:49 AM"
"1845","1","18-General ganj","M234 UP85ET 7832","W18R1","633","468","165","73","30-01-2026","07:52 AM","01:14 PM"
"1846","2","58-Gau Ghat","M183 UP85AG0912(ER)","W58R2","257","190","67","73","27-01-2026","07:09 AM","09:33 AM"
"1847","2","39-Mahavidhya Colony","UP16RT3982","W39R3","560","414","146","73","26-01-2026","08:03 AM","11:15 AM"
"1848","2","36-Jaisingh Pura","M238 UP85ET 7831","W36R1","513","379","134","73","27-01-2026","07:55 AM","10:51 AM"
"1849","4","51-Gaushala Nagar","UP14PT8106","W51R2","830","613","217","73","02-01-2026","06:11 AM","10:35 AM"
"1850","4","67-Kemar Van","UP85ET7857","W67R2","302","223","79","73","20-01-2026","07:15 AM","11:44 AM"
"1851","1","19-Ramnagar Yamunapar","M115 UP85AG0887_C","W19R3","485","358","127","73","19-01-2026","07:41 AM","12:34 PM"
"1852","4","34-Radhaniwas","UP85ET 7856","W34R1","1339","988","351","73","22-01-2026","07:41 AM","05:45 PM"
"1853","1","18-General ganj","RJ06GD5343","W18R1","629","464","165","73","22-01-2026","06:51 AM","01:04 PM"
"1854","3","57-Balajipuram","M102   UP85AG0758","W57R1","963","710","253","73","07-01-2026","07:33 AM","11:44 AM"
"1855","1","19-Ramnagar Yamunapar","M259 UP85ET 7852","W19R1","445","328","117","73","30-01-2026","08:02 AM","11:47 AM"
"1856","3","57-Balajipuram","M102   UP85AG0758","W57R1","962","709","253","73","04-01-2026","07:26 AM","11:48 AM"
"1857","3","41-Dhaulipiau","M020 UP14PT7998","W41R1","1000","737","263","73","13-01-2026","07:58 AM","11:36 AM"
"1858","1","49-Daimpiriyal Nagar","UP16RT3829","W49R3","711","524","187","73","28-01-2026","08:05 AM","12:15 PM"
"1859","1","65-Holi Gali","M271 UP85ET 7847_C","W65R4","38","28","10","73","27-01-2026","07:44 AM","10:14 AM"
"1860","1","65-Holi Gali","M271 UP85ET 7847_C","W65R4","38","28","10","73","18-01-2026","07:16 AM","09:47 AM"
"1861","1","65-Holi Gali","M271 UP85ET 7847_C","W65R4","38","28","10","73","30-01-2026","07:20 AM","11:02 AM"
"1862","3","32-Ranchibagar","M129   UP85AG0780","W32R2","744","548","196","73","17-01-2026","07:17 AM","11:11 AM"
"1863","2","03-Girdharpur","M257 UP85ET 7845","W3R3","106","78","28","73","21-01-2026","10:11 AM","10:55 AM"
"1864","1","19-Ramnagar Yamunapar","M259 UP85ET 7852","W19R1","405","298","107","73","26-01-2026","08:08 AM","12:05 PM"
"1865","2","12-Radhe Shyam Colony","M004 UP14PT7951","W12R4","601","442","159","73","14-01-2026","07:35 AM","10:44 AM"
"1866","4","34-Radhaniwas","M225 UP85AG0953","W34R2","1016","747","269","73","24-01-2026","08:07 AM","12:05 PM"
"1867","1","68-Shanti Nagar","M178 UP85AG0760","W68R1","694","510","184","73","19-01-2026","07:56 AM","12:39 PM"
"1868","2","16-Bakalpur","M101  UP85AG0751","W16R2","132","97","35","73","15-01-2026","08:08 AM","10:46 AM"
"1869","3","32-Ranchibagar","UP85FT2588","W32R1","588","432","156","73","24-01-2026","07:09 AM","10:32 AM"
"1870","2","45-Birla Mandir","M058 UP85AG0950","W45R1","343","252","91","73","01-01-2026","07:22 AM","10:50 AM"
"1871","4","69-Ratan Chhatri","M197 DL51GD9401_C","W69R3","49","36","13","73","07-01-2026","10:08 AM","10:25 AM"
"1872","2","03-Girdharpur","M126  UP85AG0799","W3R1","305","224","81","73","21-01-2026","07:56 AM","10:12 AM"
"1873","3","28-Aurangabad Second","UP16RT3802","W28R2","542","398","144","73","28-01-2026","12:01 AM","01:23 PM"
"1874","1","68-Shanti Nagar","M178 UP85AG0760","W68R1","685","503","182","73","12-01-2026","08:12 AM","12:38 PM"
"1875","1","19-Ramnagar Yamunapar","M175 DL51GD9465","W19R4","391","287","104","73","29-01-2026","07:19 AM","10:28 AM"
"1876","4","51-Gaushala Nagar","UP14PT8106","W51R2","830","609","221","73","01-01-2026","06:18 AM","11:10 AM"
"1877","2","12-Radhe Shyam Colony","M004 UP14PT7951","W12R4","615","451","164","73","17-01-2026","07:58 AM","11:24 AM"
"1878","2","39-Mahavidhya Colony","M142 UP85ET 7844","W39R3","510","374","136","73","11-01-2026","07:48 AM","09:46 AM"
"1879","1","65-Holi Gali","M232 UP85ET 7839_C","W65R5","120","88","32","73","28-01-2026","08:04 AM","09:58 AM"
"1880","1","42-Manoharpur","M011 DL51EV0215","W42R2","75","55","20","73","08-01-2026","08:30 AM","10:56 AM"
"1881","3","41-Dhaulipiau","MR027-70143441","W41MR1","15","11","4","73","12-01-2026","07:57 AM","09:10 AM"
"1882","2","56-Mandi Randas","M053 UP85AG0769","W56R2","15","11","4","73","07-01-2026","09:29 AM","12:07 PM"
"1883","4","51-Gaushala Nagar","M098   UP85AGT0956","W51R1","839","615","224","73","28-01-2026","08:54 AM","12:31 PM"
"1884","4","34-Radhaniwas","M265 UP14PT8095","W34R2","1000","733","267","73","14-01-2026","08:05 AM","11:24 AM"
"1885","1","42-Manoharpur","M011 DL51EV0215","W42R2","101","74","27","73","11-01-2026","08:40 AM","10:46 AM"
"1886","3","15-Maholi First","UP16RT3849","W15R1","501","367","134","73","16-01-2026","06:42 AM","11:46 AM"
"1887","3","06-Aduki","M273 UP85ET 7846","W6R4","299","219","80","73","08-01-2026","08:47 AM","11:37 AM"
"1888","1","18-General ganj","M027 UP14PT8097","W18R2","295","216","79","73","10-01-2026","07:12 AM","10:59 AM"
"1889","1","61-Chaubia Para","MR019-70148606","W61WBR4","56","41","15","73","27-01-2026","07:20 AM","10:05 AM"
"1890","4","08-Atas","M266 UP85ET 7864","W8R2","548","401","147","73","31-01-2026","08:52 AM","11:31 AM"
"1891","1","49-Daimpiriyal Nagar","M038 UP14PT7753","W49R2","41","30","11","73","03-01-2026","07:15 AM","09:53 AM"
"1892","1","42-Manoharpur","M011 DL51EV0215","W42R2","67","49","18","73","06-01-2026","09:57 AM","11:49 AM"
"1893","3","06-Aduki","UP16RT3831","W6R6","160","117","43","73","26-01-2026","09:02 AM","01:08 PM"
"1894","4","51-Gaushala Nagar","M098   UP85AGT0956","W51R1","863","631","232","73","21-01-2026","07:57 AM","01:33 PM"
"1895","1","05-Bharatpur Gate","M080  UP85AG0795_C","W5R1","264","193","71","73","30-01-2026","07:32 AM","11:54 AM"
"1896","1","14-Lakshmi Nagar Yamunapar","UP16RT3815","W14R1","791","578","213","73","20-01-2026","07:50 AM","12:01 PM"
"1897","2","12-Radhe Shyam Colony","M094   UP85AG0759","W12R1","453","331","122","73","03-01-2026","08:35 AM","11:59 AM"
"1898","4","67-Kemar Van","UP85ET7857","W67R2","386","282","104","73","30-01-2026","07:26 AM","10:27 AM"
"1899","2","47-Dwarkapuri","M079   UP85AG0754","W47R3","167","122","45","73","16-01-2026","08:28 AM","12:24 PM"
"1900","1","65-Holi Gali","M054 UP14PT7728","W65R3","167","122","45","73","07-01-2026","09:29 AM","10:42 AM"
"1901","2","45-Birla Mandir","UP16RT3818","W45R3","430","314","116","73","18-01-2026","08:06 AM","11:19 AM"
"1902","4","50-Patharpura","M099 0787","W50R1","341","249","92","73","22-01-2026","07:41 AM","12:41 PM"
"1903","1","23-Aheer Pada","M072   UP85AG0803","W23R1","196","143","53","72","04-01-2026","06:57 AM","09:25 AM"
"1904","3","32-Ranchibagar","UP85FT2588","W32R1","562","410","152","72","12-01-2026","07:17 AM","09:44 AM"
"1905","2","37-Baldevpuri","M077  UP85AG0761_C","W37R1","403","294","109","72","04-01-2026","08:31 AM","10:33 AM"
"1906","2","55-Govind Nagar","M017 UP14PT7724","W55R3","462","337","125","72","22-01-2026","08:01 AM","09:57 AM"
"1907","1","64-Ghati Bahalray","RJ06GD5309","W64R1","340","248","92","72","27-01-2026","07:43 AM","01:33 PM"
"1908","2","46-Radha Nagar","UP85FT2577","W46R1","59","43","16","72","05-01-2026","07:31 AM","11:01 AM"
"1909","1","19-Ramnagar Yamunapar","RJ06GD5309","W19R2","460","335","125","72","01-01-2026","07:25 AM","12:42 PM"
"1910","1","23-Aheer Pada","M072   UP85AG0803","W23R1","206","150","56","72","07-01-2026","07:07 AM","09:40 AM"
"1911","2","45-Birla Mandir","UP16RT3818","W45R3","430","313","117","72","21-01-2026","07:30 AM","10:24 AM"
"1912","1","61-Chaubia Para","MR022-70148549","W61WR3","316","230","86","72","29-01-2026","08:25 AM","07:01 PM"
"1913","1","68-Shanti Nagar","M178 UP85AG0760","W68R1","742","540","202","72","30-01-2026","07:45 AM","12:11 PM"
"1914","2","36-Jaisingh Pura","M019 UP14PT7945","W36R2","286","208","78","72","14-01-2026","07:46 AM","10:44 AM"
"1915","4","67-Kemar Van","UP85ET7857","W67R2","198","144","54","72","01-01-2026","07:29 AM","10:45 AM"
"1916","4","21-Chaitanya Bihar","M022 UP14PT7993_C","W21R5","77","56","21","72","03-01-2026","12:07 AM","08:46 PM"
"1917","2","24-Sarai Azamabad","UP16RT3832","W24R6","55","40","15","72","15-01-2026","10:08 AM","11:44 AM"
"1918","1","61-Chaubia Para","MR019-70148606","W61WBR4","44","32","12","72","07-01-2026","07:55 AM","09:47 AM"
"1919","1","19-Ramnagar Yamunapar","M115 UP85AG0887_C","W19R3","366","266","100","72","21-01-2026","07:43 AM","11:11 AM"
"1920","4","13-Sunrakh","M200 UP85AG0968","W13R2","183","133","50","72","26-01-2026","10:34 AM","11:41 AM"
"1921","4","13-Sunrakh","UP85ET7858","W13R4","256","186","70","72","12-01-2026","08:20 AM","12:14 PM"
"1922","1","14-Lakshmi Nagar Yamunapar","UP16RT3815","W14R1","680","494","186","72","24-01-2026","07:47 AM","11:40 AM"
"1923","3","32-Ranchibagar","M234 UP85ET 7832","W32R3","95","69","26","72","01-01-2026","07:56 AM","12:24 PM"
"1924","2","36-Jaisingh Pura","M238 UP85ET 7831","W36R1","274","199","75","72","20-01-2026","08:15 AM","11:45 AM"
"1925","2","31-Navneet Nagar","M237 UP85ET 7866","W31R1","358","260","98","72","30-01-2026","07:32 AM","01:14 PM"
"1926","1","42-Manoharpur","M027 UP14PT8097","W42R1","292","212","80","72","23-01-2026","07:40 AM","11:03 AM"
"1927","4","67-Kemar Van","UP85ET7857","W67R2","270","196","74","72","12-01-2026","07:52 AM","10:28 AM"
"1928","2","45-Birla Mandir","UP16RT3818","W45R3","434","315","119","72","27-01-2026","07:27 AM","10:50 AM"
"1929","4","67-Kemar Van","M219 UP85AG0962","W67R1","113","82","31","72","05-01-2026","09:10 AM","12:07 PM"
"1930","1","19-Ramnagar Yamunapar","M115 UP85AG0887_C","W19R3","462","335","127","72","11-01-2026","07:47 AM","11:34 AM"
"1931","2","12-Radhe Shyam Colony","M094   UP85AG0759","W12R1","651","472","179","72","10-01-2026","08:11 AM","12:54 PM"
"1932","4","62-Mathura Darwaza","UP85FT2585","W62R1","1000","725","275","72","19-01-2026","07:35 AM","01:23 PM"
"1933","1","61-Chaubia Para","MR019-70148606","W61WBR4","40","29","11","72","05-01-2026","07:49 AM","09:55 AM"
"1934","1","65-Holi Gali","M117   UP85AG0765_C","W65R2","127","92","35","72","06-01-2026","07:25 AM","11:37 AM"
"1935","3","59-Maholi Second","UP85AG0777","W59R1","283","205","78","72","02-01-2026","07:47 AM","11:03 AM"
"1936","2","31-Navneet Nagar","M039 UP14PT7949","W31R3","370","268","102","72","05-01-2026","07:50 AM","01:05 PM"
"1937","2","45-Birla Mandir","UP16RT3818","W45R3","446","323","123","72","30-01-2026","07:40 AM","10:34 AM"
"1938","4","51-Gaushala Nagar","M008 UP14PT7996","W51R3","1374","995","379","72","26-01-2026","07:40 AM","11:20 AM"
"1939","4","51-Gaushala Nagar","M098   UP85AGT0956","W51R1","464","336","128","72","05-01-2026","08:14 AM","12:00 PM"
"1940","4","51-Gaushala Nagar","M098   UP85AGT0956","W51R1","464","336","128","72","01-01-2026","08:14 AM","12:16 PM"
"1941","2","43-Ganeshra","M078   UP85AG0757","W43R4","58","42","16","72","09-01-2026","10:10 AM","12:58 PM"
"1942","2","12-Radhe Shyam Colony","M004 UP14PT7951","W12R4","540","391","149","72","07-01-2026","08:26 AM","11:51 AM"
"1943","3","10-Aurangabad First","UP16RT3814","W10R1","366","265","101","72","29-01-2026","07:06 AM","11:11 AM"
"1944","4","34-Radhaniwas","UP85ET 7856","W34R1","1000","724","276","72","21-01-2026","07:55 AM","11:52 AM"
"1945","2","03-Girdharpur","M126  UP85AG0799","W3R1","351","254","97","72","30-01-2026","07:42 AM","10:44 AM"
"1946","2","58-Gau Ghat","M183 UP85AG0912(ER)","W58R1","123","89","34","72","14-01-2026","07:16 AM","10:14 AM"
"1947","4","50-Patharpura","M219 UP85AG0962","W50R1","340","246","94","72","30-01-2026","08:04 AM","01:02 PM"
"1948","2","31-Navneet Nagar","M039 UP14PT7949","W31R3","376","272","104","72","20-01-2026","08:55 AM","01:26 PM"
"1949","1","22-Badhri Nagar","RJO6GD1723","W22R1","282","204","78","72","02-01-2026","07:42 AM","12:30 PM"
"1950","1","53-Krishna Puri","MR044-70147541","W53MR1","94","68","26","72","06-01-2026","08:36 AM","10:17 AM"
"1951","2","48-Satoha Asangpur","M257 UP85ET 7845","W48R2","47","34","13","72","21-01-2026","08:54 AM","11:05 AM"
"1952","1","26-Naya Nagla","M086   UP85AG0880","W26R1","672","486","186","72","21-01-2026","07:42 AM","12:41 PM"
"1953","2","43-Ganeshra","UP85FT2579","W43R5","1351","977","374","72","29-01-2026","09:05 AM","12:33 PM"
"1954","1","18-General ganj","M050 UP85AG0772_C","W18R2","343","248","95","72","31-01-2026","07:32 AM","11:27 AM"
"1955","4","51-Gaushala Nagar","M098   UP85AGT0956","W51R1","859","621","238","72","12-01-2026","08:04 AM","12:08 PM"
"1956","1","05-Bharatpur Gate","UP16RT3856","W5R2","83","60","23","72","25-01-2026","08:29 AM","11:49 AM"
"1957","2","47-Dwarkapuri","UP16RT3808","W47R2","1169","845","324","72","30-01-2026","06:59 AM","10:02 AM"
"1958","1","23-Aheer Pada","M072   UP85AG0803","W23R1","263","190","73","72","13-01-2026","08:42 AM","10:16 AM"
"1959","3","32-Ranchibagar","UP85FT2588","W32R1","562","406","156","72","10-01-2026","07:00 AM","10:38 AM"
"1960","2","17-Bairaagpura","M234 UP85ET 7832","W17R1","828","598","230","72","24-01-2026","07:59 AM","01:00 PM"
"1961","4","21-Chaitanya Bihar","M260 UP85ET 7859","W21R2","450","325","125","72","16-01-2026","06:13 AM","01:09 PM"
"1962","1","63-Maliyaan Sadar","M180 UP85AG0685","W63R2","446","322","124","72","28-01-2026","07:46 AM","10:06 AM"
"1963","1","68-Shanti Nagar","M178 UP85AG0760","W68R1","694","501","193","72","21-01-2026","07:46 AM","01:00 PM"
"1964","1","22-Badhri Nagar","DL5TGD9454","W22R2","611","441","170","72","15-01-2026","07:39 AM","10:45 AM"
"1965","2","44-Radhika Bihar","M012 UP14PT7946","W44R1","445","321","124","72","12-01-2026","07:53 AM","02:17 PM"
"1966","3","28-Aurangabad Second","UP16RT3802","W28R2","541","390","151","72","22-01-2026","12:00 AM","01:33 PM"
"1967","4","67-Kemar Van","M219 UP85AG0962","W67R1","111","80","31","72","03-01-2026","08:24 AM","12:32 PM"
"1968","3","32-Ranchibagar","M129   UP85AG0780","W32R2","766","552","214","72","23-01-2026","07:46 AM","10:00 AM"
"1969","1","61-Chaubia Para","MR022-70148549","W61WR3","204","147","57","72","13-01-2026","07:21 AM","10:14 AM"
"1970","3","10-Aurangabad First","UP16RT3814","W10R1","365","263","102","72","26-01-2026","07:21 AM","11:20 AM"
"1971","1","68-Shanti Nagar","M178 UP85AG0760","W68R1","694","500","194","72","20-01-2026","07:28 AM","12:58 PM"
"1972","1","18-General ganj","M234 UP85ET 7832","W18R1","633","456","177","72","31-01-2026","06:58 AM","01:41 PM"
"1973","3","10-Aurangabad First","UP16RT3814","W10R1","361","260","101","72","21-01-2026","07:08 AM","11:42 AM"
"1974","3","41-Dhaulipiau","M020 UP14PT7998","W41R1","1000","720","280","72","10-01-2026","08:34 AM","11:26 AM"
"1975","2","31-Navneet Nagar","M237 UP85ET 7866","W31R1","357","257","100","71","25-01-2026","08:11 AM","11:09 AM"
"1976","2","45-Birla Mandir","UP16RT3818","W45R3","446","321","125","71","28-01-2026","07:36 AM","10:21 AM"
"1977","1","19-Ramnagar Yamunapar","UP16RT3979","W19R2","585","421","164","71","29-01-2026","07:42 AM","12:11 PM"
"1978","3","32-Ranchibagar","UP85FT2588","W32R1","588","423","165","71","25-01-2026","07:12 AM","10:14 AM"
"1979","1","42-Manoharpur","M011 DL51EV0215","W42R2","57","41","16","71","03-01-2026","07:44 AM","09:51 AM"
"1980","2","12-Radhe Shyam Colony","MR013-70147533","W12MR1","153","110","43","71","19-01-2026","07:36 AM","10:34 AM"
"1981","2","31-Navneet Nagar","M039 UP14PT7949","W31R3","370","266","104","71","09-01-2026","08:40 AM","12:55 PM"
"1982","1","04-Ishapur Yamunapar","M253 UP85ET 7854","W4R1","704","506","198","71","24-01-2026","07:53 AM","12:01 PM"
"1983","4","34-Radhaniwas","UP85ET 7856","W34R1","576","414","162","71","03-01-2026","07:32 AM","01:02 PM"
"1984","1","40-Rajkumar","UP16RT3822","W40R2","270","194","76","71","25-01-2026","07:45 AM","12:19 PM"
"1985","1","05-Bharatpur Gate","UP16RT3856","W5R2","71","51","20","71","19-01-2026","06:39 AM","10:06 AM"
"1986","1","23-Aheer Pada","M072   UP85AG0803","W23R1","195","140","55","71","02-01-2026","07:01 AM","02:39 PM"
"1987","2","48-Satoha Asangpur","M258 UP85ET 7843","W48R1","443","318","125","71","01-01-2026","07:25 AM","10:42 AM"
"1988","1","14-Lakshmi Nagar Yamunapar","UP16RT3815","W14R1","680","488","192","71","27-01-2026","08:05 AM","11:21 AM"
"1989","2","43-Ganeshra","M078   UP85AG0757","W43R4","85","61","24","71","18-01-2026","08:29 AM","12:03 PM"
"1990","4","62-Mathura Darwaza","UP85FT2585","W62R1","1005","721","284","71","29-01-2026","07:53 AM","09:28 AM"
"1991","3","32-Ranchibagar","UP85FT2588","W32R1","230","165","65","71","06-01-2026","07:09 AM","10:46 AM"
"1992","2","56-Mandi Randas","MR035-70148598","W56WBR1","99","71","28","71","14-01-2026","07:32 AM","11:24 AM"
"1993","1","14-Lakshmi Nagar Yamunapar","M256 UP85ET 7861","W14R1","773","554","219","71","11-01-2026","07:55 AM","12:19 PM"
"1994","1","04-Ishapur Yamunapar","UP85FT2581","W4R2","374","268","106","71","17-01-2026","08:24 AM","11:41 AM"
"1995","1","05-Bharatpur Gate","M080  UP85AG0795_C","W5R1","254","182","72","71","18-01-2026","07:36 AM","12:04 PM"
"1996","3","32-Ranchibagar","UP16RT3981","W32R3","444","318","126","71","27-01-2026","07:35 AM","11:45 AM"
"1997","1","14-Lakshmi Nagar Yamunapar","M124 DL51EV0233","W14R2","169","121","48","71","13-01-2026","07:59 AM","10:35 AM"
"1998","2","39-Mahavidhya Colony","M056 UP85AG0963","W39R1","846","605","241","71","13-01-2026","07:52 AM","11:32 AM"
"1999","3","01-Birjapur","M014 UP14PT7936","W1R2","1000","715","285","71","17-01-2026","08:38 AM","11:24 AM"
"2000","4","13-Sunrakh","UP85ET7858","W13R4","256","183","73","71","09-01-2026","08:25 AM","12:26 PM"
"2001","1","53-Krishna Puri","M055 UP85AG0891_C","W53R1","305","218","87","71","17-01-2026","07:24 AM","09:57 AM"
"2002","2","47-Dwarkapuri","M236 UP85ET 7830","W47R1","704","503","201","71","19-01-2026","08:10 AM","12:14 PM"
"2003","3","06-Aduki","UP16RT3810","W6R4","406","290","116","71","28-01-2026","07:07 AM","11:14 AM"
"2004","2","46-Radha Nagar","UP85FT2577","W46R1","119","85","34","71","24-01-2026","07:04 AM","12:56 PM"
"2005","1","65-Holi Gali","M271 UP85ET 7847_C","W65R4","35","25","10","71","14-01-2026","06:52 AM","10:29 AM"
"2006","4","34-Radhaniwas","M265 UP14PT8095","W34R2","1000","714","286","71","20-01-2026","09:17 AM","12:14 PM"
"2007","1","18-General ganj","M174 UP85AG0771","W18R3","388","277","111","71","29-01-2026","07:44 AM","09:46 AM"
"2008","2","45-Birla Mandir","UP85AG0949","W45R1","374","267","107","71","26-01-2026","07:45 AM","11:17 AM"
"2009","4","13-Sunrakh","M113   UP85AGT0966","W13R1","269","192","77","71","02-01-2026","07:42 AM","01:08 PM"
"2010","2","47-Dwarkapuri","M236 UP85ET 7830","W47R1","705","503","202","71","28-01-2026","07:24 AM","11:30 AM"
"2011","4","51-Gaushala Nagar","M098   UP85AGT0956","W51R1","464","331","133","71","07-01-2026","08:04 AM","12:41 PM"
"2012","2","58-Gau Ghat","M183 UP85AG0912(ER)","W58R2","279","199","80","71","30-01-2026","07:15 AM","10:18 AM"
"2013","2","16-Bakalpur","M091 UP85AG0778","W16R4","390","278","112","71","25-01-2026","07:47 AM","11:09 AM"
"2014","2","48-Satoha Asangpur","M258 UP85ET 7843","W48R1","581","414","167","71","27-01-2026","07:22 AM","10:46 AM"
"2015","2","48-Satoha Asangpur","M258 UP85ET 7843","W48R1","581","414","167","71","23-01-2026","07:28 AM","10:38 AM"
"2016","1","19-Ramnagar Yamunapar","M115 UP85AG0887_C","W19R3","407","290","117","71","05-01-2026","07:44 AM","11:32 AM"
"2017","3","06-Aduki","UP16RT3854","W6R1","932","664","268","71","29-01-2026","08:30 AM","11:45 AM"
"2018","2","46-Radha Nagar","UP85FT2577","W46R1","59","42","17","71","03-01-2026","07:42 AM","01:45 PM"
"2019","1","04-Ishapur Yamunapar","M253 UP85ET 7854","W4R1","704","501","203","71","22-01-2026","07:38 AM","10:17 AM"
"2020","3","28-Aurangabad Second","UP16RT3802","W28R2","541","385","156","71","23-01-2026","12:01 AM","01:21 PM"
"2021","4","08-Atas","M266 UP85ET 7864","W8R2","319","227","92","71","16-01-2026","07:45 AM","10:05 AM"
"2022","2","45-Birla Mandir","UP85AG0949","W45R1","374","266","108","71","25-01-2026","07:46 AM","10:39 AM"
"2023","4","51-Gaushala Nagar","M098   UP85AGT0956","W51R1","464","330","134","71","03-01-2026","07:58 AM","12:49 PM"
"2024","2","24-Sarai Azamabad","M061 UP85AG0801","W24R5","502","357","145","71","17-01-2026","10:07 AM","12:53 PM"
"2025","3","06-Aduki","UP16RT3810","W6R3","592","421","171","71","27-01-2026","07:01 AM","11:09 AM"
"2026","2","48-Satoha Asangpur","M257 UP85ET 7845","W48R2","45","32","13","71","13-01-2026","08:01 AM","10:17 AM"
"2027","2","48-Satoha Asangpur","M258 UP85ET 7843","W48R1","581","413","168","71","31-01-2026","07:56 AM","12:16 PM"
"2028","4","25-Chharaura","M114    UP85AGT0957","W25R1","581","413","168","71","17-01-2026","09:03 AM","12:45 PM"
"2029","1","04-Ishapur Yamunapar","RJ06GD5309","W4R1","370","263","107","71","03-01-2026","07:50 AM","10:14 AM"
"2030","2","44-Radhika Bihar","M012 UP14PT7946","W44R1","491","349","142","71","24-01-2026","07:50 AM","12:29 PM"
"2031","1","63-Maliyaan Sadar","M180 UP85AG0685","W63R2","446","317","129","71","26-01-2026","08:05 AM","10:11 AM"
"2032","1","63-Maliyaan Sadar","M180 UP85AG0685","W63R2","446","317","129","71","25-01-2026","08:14 AM","11:48 AM"
